fila_bronze,rule_id,dimension_calidad,severidad,accion,tipo_problema,columna_afectada,codigo_error,valor_original,detalle,version_catalogo,version_diagnostico
28890,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00328 + 2026-08-19 05:30:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28891,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01026 + 2026-08-25 09:47:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28892,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00190 + 2026-08-15 01:03:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28893,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00718 + 2026-08-16 02:15:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28894,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00068 + 2026-08-14 18:43:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28895,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00121 + 2026-08-05 18:36:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28896,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00268 + 2026-08-14 15:35:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28897,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00409 + 2026-08-14 18:19:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28898,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00360 + 2026-08-06 00:41:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28899,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00123 + 2026-08-04 06:17:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28900,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01024 + 2026-08-29 02:29:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28901,IOT-R012,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,CLAVE_EN_CONFLICTO,VIA-00885 + 2026-08-26 04:37:00,Lecturas diferentes con igual clave candidata; se marcan todas,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28902,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00265 + 2026-08-26 12:40:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28903,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01036 + 2026-08-16 04:08:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28904,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00871 + 2026-08-10 09:33:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28905,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00079 + 2026-08-12 13:15:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28906,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00967 + 2026-08-15 14:59:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28907,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00753 + 2026-08-25 06:10:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28908,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00297 + 2026-08-11 19:05:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28909,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00040 + 2026-08-07 13:29:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28910,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00101 + 2026-08-23 00:04:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28911,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00037 + 2026-08-01 01:56:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28912,IOT-R012,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,CLAVE_EN_CONFLICTO,VIA-00124 + 2026-08-19 13:56:00,Lecturas diferentes con igual clave candidata; se marcan todas,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28912,IOT-R016,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Temperatura vacía,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28913,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00209 + 2026-08-27 00:06:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28914,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01064 + 2026-08-28 08:15:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28915,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-01003 + 2026-08-27 04:18:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28916,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00693 + 2026-08-01 21:03:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28917,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00686 + 2026-08-13 22:04:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28918,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00946 + 2026-08-01 22:36:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28919,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00260 + 2026-08-02 21:34:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
28920,IOT-R011,UNICIDAD,CRITICAL,CUARENTENA,UNICIDAD,,DUPLICADO_IDENTICO,VIA-00801 + 2026-08-26 00:48:00,Copia posterior idéntica de toda la fila Bronze,1.0.0,GIAD-M3-S4-IOT-diagnostico-v5
